Dispatch_ID,Kernel_Name,GPU_ID,queue-id,queue-index,pid,tid,Grid_Size,Workgroup_Size,LDS_Per_Workgroup,Scratch_Per_Workitem,Arch_VGPR,Accum_VGPR,SGPR,wave_size,sig,obj,SQ_INSTS_LDS,SQ_INST_LEVEL_LDS,SQ_ACCUM_PREV_HIRES,DispatchNs,Start_Timestamp,End_Timestamp,CompleteNs
0,"void init_kernel<double>(double*, double*, double*, double, double, double) [clone .kd]",2,0,0,2696275,2696275,33554432,1024,0,0,12,4,32,64,0x0,0x7f5022bed380,0,0,0,389021815465603,391272811768609,391273054562324,389022111725672
1,"void copy_kernel<double>(double const*, double*) [clone .kd]",2,0,2,2696275,2696275,33554432,1024,0,0,8,0,16,64,0x0,0x7f5022bed200,0,0,0,389022111693062,391273054616110,391273136699487,389022203534541
2,"void mul_kernel<double>(double*, double const*) [clone .kd]",2,0,4,2696275,2696275,33554432,1024,0,0,8,0,16,64,0x0,0x7f5022bed280,0,0,0,389022203479602,391273136728290,391273208075188,389022282022237
3,"void add_kernel<double>(double const*, double const*, double*) [clone .kd]",2,0,6,2696275,2696275,33554432,1024,0,0,8,0,16,64,0x0,0x7f5022bed240,0,0,0,389022281985197,391273208100788,391273256569490,389022329353647
4,"void triad_kernel<double>(double*, double const*, double const*) [clone .kd]",2,0,8,2696275,2696275,33554432,1024,0,0,8,0,16,64,0x0,0x7f5022bed2c0,0,0,0,389022329307227,391273256596162,391273303708066,389022387922244
5,"void dot_kernel<double>(double const*, double const*, double*, int) [clone .kd]",2,0,10,2696275,2696275,16777216,1024,8192,0,20,4,32,64,0x0,0x7f5022bed340,1572864,736993,82544707,389022387867474,391273303734466,391273322971225,389022407164709
6,"void copy_kernel<double>(double const*, double*) [clone .kd]",2,0,12,2696275,2696275,33554432,1024,0,0,8,0,16,64,0x0,0x7f5022bed200,0,0,0,389022407126210,391273323018933,391273388849680,389022476105981
7,"void mul_kernel<double>(double*, double const*) [clone .kd]",2,0,14,2696275,2696275,33554432,1024,0,0,8,0,16,64,0x0,0x7f5022bed280,0,0,0,389022476048371,391273388879521,391273464597921,389022562099940
8,"void add_kernel<double>(double const*, double const*, double*) [clone .kd]",2,0,16,2696275,2696275,33554432,1024,0,0,8,0,16,64,0x0,0x7f5022bed240,0,0,0,389022562043940,391273464650721,391273512107259,389022621229670
9,"void triad_kernel<double>(double*, double const*, double const*) [clone .kd]",2,0,18,2696275,2696275,33554432,1024,0,0,8,0,16,64,0x0,0x7f5022bed2c0,0,0,0,389022621179521,391273512135618,391273559929752,389022669035996
10,"void dot_kernel<double>(double const*, double const*, double*, int) [clone .kd]",2,0,20,2696275,2696275,16777216,1024,8192,0,20,4,32,64,0x0,0x7f5022bed340,1572864,738171,82528646,389022668981747,391273559963352,391273579028108,389022688208142
11,"void copy_kernel<double>(double const*, double*) [clone .kd]",2,0,22,2696275,2696275,33554432,1024,0,0,8,0,16,64,0x0,0x7f5022bed200,0,0,0,389022688190582,391273579076710,391273651356888,389022786303828
12,"void mul_kernel<double>(double*, double const*) [clone .kd]",2,0,24,2696275,2696275,33554432,1024,0,0,8,0,16,64,0x0,0x7f5022bed280,0,0,0,389022786294118,391273651390416,391273742303979,389022856954492
13,"void add_kernel<double>(double const*, double const*, double*) [clone .kd]",2,0,26,2696275,2696275,33554432,1024,0,0,8,0,16,64,0x0,0x7f5022bed240,0,0,0,389022856894653,391273742363339,391273790725632,389022911631568
14,"void triad_kernel<double>(double*, double const*, double const*) [clone .kd]",2,0,28,2696275,2696275,33554432,1024,0,0,8,0,16,64,0x0,0x7f5022bed2c0,0,0,0,389022911585249,391273790761535,391273839367814,389022964370324
15,"void dot_kernel<double>(double const*, double const*, double*, int) [clone .kd]",2,0,30,2696275,2696275,16777216,1024,8192,0,20,4,32,64,0x0,0x7f5022bed340,1574384,735393,82601136,389022964310514,391273839399974,391273858476085,389023006330909
16,"void copy_kernel<double>(double const*, double*) [clone .kd]",2,0,32,2696275,2696275,33554432,1024,0,0,8,0,16,64,0x0,0x7f5022bed200,0,0,0,389023006297879,391273858522227,391273941359673,389023088745854
17,"void mul_kernel<double>(double*, double const*) [clone .kd]",2,0,34,2696275,2696275,33554432,1024,0,0,8,0,16,64,0x0,0x7f5022bed280,0,0,0,389023088687695,391273941402195,391274025107760,389023156022363
18,"void add_kernel<double>(double const*, double const*, double*) [clone .kd]",2,0,36,2696275,2696275,33554432,1024,0,0,8,0,16,64,0x0,0x7f5022bed240,0,0,0,389023155957663,391274025152080,391274079469712,389023206764598
19,"void triad_kernel<double>(double*, double const*, double const*) [clone .kd]",2,0,38,2696275,2696275,33554432,1024,0,0,8,0,16,64,0x0,0x7f5022bed2c0,0,0,0,389023206716399,391274079497641,391274127220408,389023275692490
20,"void dot_kernel<double>(double const*, double const*, double*, int) [clone .kd]",2,0,40,2696275,2696275,16777216,1024,8192,0,20,4,32,64,0x0,0x7f5022bed340,1572864,735908,82537979,389023275629451,391274127247768,391274146289641,389023295105554
21,"void copy_kernel<double>(double const*, double*) [clone .kd]",2,0,42,2696275,2696275,33554432,1024,0,0,8,0,16,64,0x0,0x7f5022bed200,0,0,0,389023295068674,391274146333887,391274243949971,389023365938776
22,"void mul_kernel<double>(double*, double const*) [clone .kd]",2,0,44,2696275,2696275,33554432,1024,0,0,8,0,16,64,0x0,0x7f5022bed280,0,0,0,389023365881786,391274244091072,391274319338576,389023449544899
23,"void add_kernel<double>(double const*, double const*, double*) [clone .kd]",2,0,46,2696275,2696275,33554432,1024,0,0,8,0,16,64,0x0,0x7f5022bed240,0,0,0,389023449484359,391274319371376,391274367048223,389023526201512
24,"void triad_kernel<double>(double*, double const*, double const*) [clone .kd]",2,0,48,2696275,2696275,33554432,1024,0,0,8,0,16,64,0x0,0x7f5022bed2c0,0,0,0,389023526168213,391274367076012,391274415510618,389023573879289
25,"void dot_kernel<double>(double const*, double const*, double*, int) [clone .kd]",2,0,50,2696275,2696275,16777216,1024,8192,0,20,4,32,64,0x0,0x7f5022bed340,1572864,737987,82515652,389023573832660,391274415538298,391274434580011,389023593087055
26,"void copy_kernel<double>(double const*, double*) [clone .kd]",2,0,52,2696275,2696275,33554432,1024,0,0,8,0,16,64,0x0,0x7f5022bed200,0,0,0,389023593031685,391274434628880,391274532991514,389023673537590
27,"void mul_kernel<double>(double*, double const*) [clone .kd]",2,0,54,2696275,2696275,33554432,1024,0,0,8,0,16,64,0x0,0x7f5022bed280,0,0,0,389023673442321,391274533060098,391274604053199,389023744847567
28,"void add_kernel<double>(double const*, double const*, double*) [clone .kd]",2,0,56,2696275,2696275,33554432,1024,0,0,8,0,16,64,0x0,0x7f5022bed240,0,0,0,389023744786348,391274604087439,391274655391308,389023800327265
29,"void triad_kernel<double>(double*, double const*, double const*) [clone .kd]",2,0,58,2696275,2696275,33554432,1024,0,0,8,0,16,64,0x0,0x7f5022bed2c0,0,0,0,389023800284016,391274655420708,391274702348912,389023877024638
30,"void dot_kernel<double>(double const*, double const*, double*, int) [clone .kd]",2,0,60,2696275,2696275,16777216,1024,8192,0,20,4,32,64,0x0,0x7f5022bed340,1572864,737578,82547444,389023877005668,391274702370832,391274721411103,389023896436341
31,"void copy_kernel<double>(double const*, double*) [clone .kd]",2,0,62,2696275,2696275,33554432,1024,0,0,8,0,16,64,0x0,0x7f5022bed200,0,0,0,389023896403242,391274721454123,391274807493922,389023966746690
32,"void mul_kernel<double>(double*, double const*) [clone .kd]",2,0,64,2696275,2696275,33554432,1024,0,0,8,0,16,64,0x0,0x7f5022bed280,0,0,0,389023966686090,391274807528316,391274913981239,389024054660509
33,"void add_kernel<double>(double const*, double const*, double*) [clone .kd]",2,0,66,2696275,2696275,33554432,1024,0,0,8,0,16,64,0x0,0x7f5022bed240,0,0,0,389024054603989,391274914044759,391274964728024,389024109856980
34,"void triad_kernel<double>(double*, double const*, double const*) [clone .kd]",2,0,68,2696275,2696275,33554432,1024,0,0,8,0,16,64,0x0,0x7f5022bed2c0,0,0,0,389024109808480,391274964755870,391275012456391,389024156388608
35,"void dot_kernel<double>(double const*, double const*, double*, int) [clone .kd]",2,0,70,2696275,2696275,16777216,1024,8192,0,20,4,32,64,0x0,0x7f5022bed340,1574480,738035,82617621,389024156335559,391275012483271,391275031734421,389024198538321
36,"void copy_kernel<double>(double const*, double*) [clone .kd]",2,0,72,2696275,2696275,33554432,1024,0,0,8,0,16,64,0x0,0x7f5022bed200,0,0,0,389024198504742,391275031779286,391275097915922,389024291022174
37,"void mul_kernel<double>(double*, double const*) [clone .kd]",2,0,74,2696275,2696275,33554432,1024,0,0,8,0,16,64,0x0,0x7f5022bed280,0,0,0,389024290982585,391275097944619,391275197203576,389024357835657
38,"void add_kernel<double>(double const*, double const*, double*) [clone .kd]",2,0,76,2696275,2696275,33554432,1024,0,0,8,0,16,64,0x0,0x7f5022bed240,0,0,0,389024357799398,391275197244536,391275245209697,389024409340436
39,"void triad_kernel<double>(double*, double const*, double const*) [clone .kd]",2,0,78,2696275,2696275,33554432,1024,0,0,8,0,16,64,0x0,0x7f5022bed2c0,0,0,0,389024409293256,391275245231313,391275292512637,389024469738444
40,"void dot_kernel<double>(double const*, double const*, double*, int) [clone .kd]",2,0,80,2696275,2696275,16777216,1024,8192,0,20,4,32,64,0x0,0x7f5022bed340,1572864,736992,82522597,389024469683704,391275292535677,391275311965868,389024489103438
41,"void copy_kernel<double>(double const*, double*) [clone .kd]",2,0,82,2696275,2696275,33554432,1024,0,0,8,0,16,64,0x0,0x7f5022bed200,0,0,0,389024489066788,391275312006479,391275379899421,389024591367642
42,"void mul_kernel<double>(double*, double const*) [clone .kd]",2,0,84,2696275,2696275,33554432,1024,0,0,8,0,16,64,0x0,0x7f5022bed280,0,0,0,389024591305532,391275379921476,391275458208318,389024680326790
43,"void add_kernel<double>(double const*, double const*, double*) [clone .kd]",2,0,86,2696275,2696275,33554432,1024,0,0,8,0,16,64,0x0,0x7f5022bed240,0,0,0,389024680268431,391275458229236,391275525855144,389024730431423
44,"void triad_kernel<double>(double*, double const*, double const*) [clone .kd]",2,0,88,2696275,2696275,33554432,1024,0,0,8,0,16,64,0x0,0x7f5022bed2c0,0,0,0,389024730385803,391275525893544,391275573924140,389024777861112
45,"void dot_kernel<double>(double const*, double const*, double*, int) [clone .kd]",2,0,90,2696275,2696275,16777216,1024,8192,0,20,4,32,64,0x0,0x7f5022bed340,1572864,738192,82541834,389024777804153,391275573951611,391275593008365,389024797460424
46,"void copy_kernel<double>(double const*, double*) [clone .kd]",2,0,92,2696275,2696275,33554432,1024,0,0,8,0,16,64,0x0,0x7f5022bed200,0,0,0,389024797425594,391275593050491,391275663341196,389024871049958
47,"void mul_kernel<double>(double*, double const*) [clone .kd]",2,0,94,2696275,2696275,33554432,1024,0,0,8,0,16,64,0x0,0x7f5022bed280,0,0,0,389024870994279,391275663369445,391275752790820,389024951190857
48,"void add_kernel<double>(double const*, double const*, double*) [clone .kd]",2,0,96,2696275,2696275,33554432,1024,0,0,8,0,16,64,0x0,0x7f5022bed240,0,0,0,389024951131777,391275752822500,391275803424131,389024999812824
49,"void triad_kernel<double>(double*, double const*, double const*) [clone .kd]",2,0,98,2696275,2696275,33554432,1024,0,0,8,0,16,64,0x0,0x7f5022bed2c0,0,0,0,389024999766934,391275803444212,391275858767112,389025047028366
50,"void dot_kernel<double>(double const*, double const*, double*, int) [clone .kd]",2,0,100,2696275,2696275,16777216,1024,8192,0,20,4,32,64,0x0,0x7f5022bed340,1572864,736618,82539408,389025046964556,391275858824072,391275878236501,389025066612287
51,"void copy_kernel<double>(double const*, double*) [clone .kd]",2,0,102,2696275,2696275,33554432,1024,0,0,8,0,16,64,0x0,0x7f5022bed200,0,0,0,389025066573778,391275878278539,391275944716450,389025133168453
52,"void mul_kernel<double>(double*, double const*) [clone .kd]",2,0,104,2696275,2696275,33554432,1024,0,0,8,0,16,64,0x0,0x7f5022bed280,0,0,0,389025133110234,391275944745450,391276014944802,389025211723077
53,"void add_kernel<double>(double const*, double const*, double*) [clone .kd]",2,0,106,2696275,2696275,33554432,1024,0,0,8,0,16,64,0x0,0x7f5022bed240,0,0,0,389025211667618,391276014967042,391276062957965,389025282568729
54,"void triad_kernel<double>(double*, double const*, double const*) [clone .kd]",2,0,108,2696275,2696275,33554432,1024,0,0,8,0,16,64,0x0,0x7f5022bed2c0,0,0,0,389025282524790,391276062979996,391276112390273,389025329934600
55,"void dot_kernel<double>(double const*, double const*, double*, int) [clone .kd]",2,0,110,2696275,2696275,16777216,1024,8192,0,20,4,32,64,0x0,0x7f5022bed340,1572864,738004,82510958,389025329887390,391276112412033,391276131466064,389025349519171
56,"void copy_kernel<double>(double const*, double*) [clone .kd]",2,0,112,2696275,2696275,33554432,1024,0,0,8,0,16,64,0x0,0x7f5022bed200,0,0,0,389025349471172,391276131508756,391276203155776,389025416912828
57,"void mul_kernel<double>(double*, double const*) [clone .kd]",2,0,114,2696275,2696275,33554432,1024,0,0,8,0,16,64,0x0,0x7f5022bed280,0,0,0,389025416859969,391276203186151,391276269802461,389025501498102
58,"void add_kernel<double>(double const*, double const*, double*) [clone .kd]",2,0,116,2696275,2696275,33554432,1024,0,0,8,0,16,64,0x0,0x7f5022bed240,0,0,0,389025501444672,391276269823431,391276335628063,389025551780172
59,"void triad_kernel<double>(double*, double const*, double const*) [clone .kd]",2,0,118,2696275,2696275,33554432,1024,0,0,8,0,16,64,0x0,0x7f5022bed2c0,0,0,0,389025551758182,391276335681023,391276383202500,389025599563728
60,"void dot_kernel<double>(double const*, double const*, double*, int) [clone .kd]",2,0,120,2696275,2696275,16777216,1024,8192,0,20,4,32,64,0x0,0x7f5022bed340,1572864,737563,82527259,389025599511119,391276383231437,391276402277628,389025618965421
61,"void copy_kernel<double>(double const*, double*) [clone .kd]",2,0,122,2696275,2696275,33554432,1024,0,0,8,0,16,64,0x0,0x7f5022bed200,0,0,0,389025618925002,391276402321004,391276491446536,389025685580877
62,"void mul_kernel<double>(double*, double const*) [clone .kd]",2,0,124,2696275,2696275,33554432,1024,0,0,8,0,16,64,0x0,0x7f5022bed280,0,0,0,389025685521747,391276491481488,391276564339383,389025791753581
63,"void add_kernel<double>(double const*, double const*, double*) [clone .kd]",2,0,126,2696275,2696275,33554432,1024,0,0,8,0,16,64,0x0,0x7f5022bed240,0,0,0,389025791684822,391276564361463,391276613372217,389025839317729
64,"void triad_kernel<double>(double*, double const*, double const*) [clone .kd]",2,0,128,2696275,2696275,33554432,1024,0,0,8,0,16,64,0x0,0x7f5022bed2c0,0,0,0,389025839270720,391276613395652,391276666336792,389025891392222
65,"void dot_kernel<double>(double const*, double const*, double*, int) [clone .kd]",2,0,130,2696275,2696275,16777216,1024,8192,0,20,4,32,64,0x0,0x7f5022bed340,1572864,737604,82526816,389025891333772,391276666482550,391276685522500,389025910756885
66,"void copy_kernel<double>(double const*, double*) [clone .kd]",2,0,132,2696275,2696275,33554432,1024,0,0,8,0,16,64,0x0,0x7f5022bed200,0,0,0,389025910732396,391276685581248,391276787001309,389025978326891
67,"void mul_kernel<double>(double*, double const*) [clone .kd]",2,0,134,2696275,2696275,33554432,1024,0,0,8,0,16,64,0x0,0x7f5022bed280,0,0,0,389025978271862,391276787042086,391276874478822,389026046229883
68,"void add_kernel<double>(double const*, double const*, double*) [clone .kd]",2,0,136,2696275,2696275,33554432,1024,0,0,8,0,16,64,0x0,0x7f5022bed240,0,0,0,389026046170174,391276874512422,391276929562359,389026094043949
