device,HBMBw,HBMBwLow,hbmBwHigh,L2Bw,L2BwLow,L2BwHigh,L1Bw,L1BwLow,L1BwHigh,LDSBw,LDSBwLow,LDSBwHigh,FP32Flops,FP32FlopsLow,FP32FlopsHigh,FP64Flops,FP64FlopsLow,FP64FlopsHigh,MFMABF16Flops,MFMABF16FlopsLow,MFMABF16FlopsHigh,MFMAF16Flops,MFMAF16FlopsLow,MFMAF16FlopsHigh,MFMAF32Flops,MFMAF32FlopsLow,MFMAF32FlopsHigh,MFMAF64Flops,MFMAF64FlopsLow,MFMAF64FlopsHigh,MFMAI8Ops,MFMAFI8OpsLow,MFMAI8OpsHigh
0,1389.4507,1388.9091,1389.9923,5059.1411,5052.1372,5066.145,9328.624,9327.9668,9329.2812,21149.832,21148.572,21151.092,21159.988,21158.691,21161.285,20488.164,20487.609,20488.719,172007.48,172001.73,172013.23,166258.95,165600.34,166917.56,41861.816,41861,41862.633,41912.906,41912.105,41913.707,168328.06,168325.09,168331.03
1,1389.2781,1388.6794,1389.8767,5021.4937,5017.5269,5025.4604,9218.749,9218.0234,9219.4746,20969.432,20967.479,20971.385,20964.439,20963.941,20964.938,20247.092,20246.223,20247.961,170450.31,170446.02,170454.61,164329.7,163604.41,165055,41373.336,41372.398,41374.273,41428.012,41426.883,41429.141,166444.78,166440.03,166449.53
