device,HBMBw,HBMBwLow,hbmBwHigh,L2Bw,L2BwLow,L2BwHigh,L1Bw,L1BwLow,L1BwHigh,LDSBw,LDSBwLow,LDSBwHigh,FP32Flops,FP32FlopsLow,FP32FlopsHigh,FP64Flops,FP64FlopsLow,FP64FlopsHigh,MFMABF16Flops,MFMABF16FlopsLow,MFMABF16FlopsHigh,MFMAF16Flops,MFMAF16FlopsLow,MFMAF16FlopsHigh,MFMAF32Flops,MFMAF32FlopsLow,MFMAF32FlopsHigh,MFMAF64Flops,MFMAF64FlopsLow,MFMAF64FlopsHigh,MFMAI8Ops,MFMAFI8OpsLow,MFMAI8OpsHigh
0,1389.9326,1389.3899,1390.4753,5060.5015,5053.5176,5067.4854,9335.5596,9334.8701,9336.249,19361.58,19360.604,19362.557,21179.732,21179.145,21180.32,20500.695,20500.121,20501.27,172167.81,172163.78,172171.84,166333.23,165658.98,167007.48,41879.883,41878.895,41880.871,41928.566,41927.012,41930.121,168402.66,168399.39,168405.92
1,1389.6753,1389.1343,1390.2163,5022.4673,5018.6084,5026.3262,9222.21,9221.4971,9222.9229,20870.961,20868.377,20873.545,20971.869,20971.383,20972.355,20253.904,20253.115,20254.693,170100.72,169332.27,170869.17,164749.69,164743.95,164755.42,41387.715,41386.246,41389.184,41447.719,41446.484,41448.953,166480.08,166476.22,166483.94
