Dispatch_ID,Kernel_Name,GPU_ID,queue-id,queue-index,pid,tid,Grid_Size,Workgroup_Size,LDS_Per_Workgroup,Scratch_Per_Workitem,Arch_VGPR,Accum_VGPR,SGPR,wave_size,sig,obj,DispatchNs,Start_Timestamp,End_Timestamp,CompleteNs
110,"void dot_kernel<double>(double const*, double const*, double*, int) [clone .kd]",2,0,220,3171789,3171789,16777216,1024,8192,0,20,4,32,64,0x0,0x7f8626455340,366794771324486,366794771340586,366794790566776,366794790643769
111,"void copy_kernel<double>(double const*, double*) [clone .kd]",2,0,222,3171789,3171789,33554432,1024,0,0,8,0,16,64,0x0,0x7f8626455200,366794790598409,366794790612744,366794857119295,366794857185144
112,"void mul_kernel<double>(double*, double const*) [clone .kd]",2,0,224,3171789,3171789,33554432,1024,0,0,8,0,16,64,0x0,0x7f8626455280,366794857132445,366794857147305,366794938770940,366794938834229
113,"void add_kernel<double>(double const*, double const*, double*) [clone .kd]",2,0,226,3171789,3171789,33554432,1024,0,0,8,0,16,64,0x0,0x7f8626455240,366794938781369,366794938793500,366794988817213,366794988874987
114,"void triad_kernel<double>(double*, double const*, double const*) [clone .kd]",2,0,228,3171789,3171789,33554432,1024,0,0,8,0,16,64,0x0,0x7f86264552c0,366794988829627,366794988843867,366795036329668,366795036370497
115,"void dot_kernel<double>(double const*, double const*, double*, int) [clone .kd]",2,0,230,3171789,3171789,16777216,1024,8192,0,20,4,32,64,0x0,0x7f8626455340,366795036339357,366795036350308,366795055565938,366795055641780
116,"void copy_kernel<double>(double const*, double*) [clone .kd]",2,0,232,3171789,3171789,33554432,1024,0,0,8,0,16,64,0x0,0x7f8626455200,366795055596161,366795055617103,366795130385455,366795130508234
117,"void mul_kernel<double>(double*, double const*) [clone .kd]",2,0,234,3171789,3171789,33554432,1024,0,0,8,0,16,64,0x0,0x7f8626455280,366795130421245,366795130442689,366795210007288,366795210073157
118,"void add_kernel<double>(double const*, double const*, double*) [clone .kd]",2,0,236,3171789,3171789,33554432,1024,0,0,8,0,16,64,0x0,0x7f8626455240,366795210020577,366795210036088,366795259267002,366795259324392
119,"void triad_kernel<double>(double*, double const*, double const*) [clone .kd]",2,0,238,3171789,3171789,33554432,1024,0,0,8,0,16,64,0x0,0x7f86264552c0,366795259279302,366795259293542,366795306957901,366795307027240
120,"void dot_kernel<double>(double const*, double const*, double*, int) [clone .kd]",2,0,240,3171789,3171789,16777216,1024,8192,0,20,4,32,64,0x0,0x7f8626455340,366795306974860,366795306989101,366795326209691,366795326287383
121,"void copy_kernel<double>(double const*, double*) [clone .kd]",2,0,242,3171789,3171789,33554432,1024,0,0,8,0,16,64,0x0,0x7f8626455200,366795326240194,366795326255665,366795415405044,366795415472683
122,"void mul_kernel<double>(double*, double const*) [clone .kd]",2,0,244,3171789,3171789,33554432,1024,0,0,8,0,16,64,0x0,0x7f8626455280,366795415418404,366795415434232,366795503544733,366795503612222
123,"void add_kernel<double>(double const*, double const*, double*) [clone .kd]",2,0,246,3171789,3171789,33554432,1024,0,0,8,0,16,64,0x0,0x7f8626455240,366795503556283,366795503571933,366795553290528,366795553332423
124,"void triad_kernel<double>(double*, double const*, double const*) [clone .kd]",2,0,248,3171789,3171789,33554432,1024,0,0,8,0,16,64,0x0,0x7f86264552c0,366795553300593,366795553311823,366795600553306,366795600621425
125,"void dot_kernel<double>(double const*, double const*, double*, int) [clone .kd]",2,0,250,3171789,3171789,16777216,1024,8192,0,20,4,32,64,0x0,0x7f8626455340,366795600568455,366795600583066,366795619611657,366795619685670
126,"void copy_kernel<double>(double const*, double*) [clone .kd]",2,0,252,3171789,3171789,33554432,1024,0,0,8,0,16,64,0x0,0x7f8626455200,366795619639970,366795619656206,366795700156975,366795700224374
127,"void mul_kernel<double>(double*, double const*) [clone .kd]",2,0,254,3171789,3171789,33554432,1024,0,0,8,0,16,64,0x0,0x7f8626455280,366795700169115,366795700184158,366795769566546,366795769634925
128,"void add_kernel<double>(double const*, double const*, double*) [clone .kd]",2,0,256,3171789,3171789,33554432,1024,0,0,8,0,16,64,0x0,0x7f8626455240,366795769580226,366795769596946,366795821708975,366795821765225
129,"void triad_kernel<double>(double*, double const*, double const*) [clone .kd]",2,0,258,3171789,3171789,33554432,1024,0,0,8,0,16,64,0x0,0x7f86264552c0,366795821718445,366795821730772,366795893684834,366795893807443
130,"void dot_kernel<double>(double const*, double const*, double*, int) [clone .kd]",2,0,260,3171789,3171789,16777216,1024,8192,0,20,4,32,64,0x0,0x7f8626455340,366795893742013,366795893768514,366795912801105,366795912879728
