Dispatch_ID,Kernel_Name,GPU_ID,queue-id,queue-index,pid,tid,Grid_Size,Workgroup_Size,LDS_Per_Workgroup,Scratch_Per_Workitem,Arch_VGPR,Accum_VGPR,SGPR,wave_size,sig,obj,SQ_INSTS_LDS,SQ_INST_LEVEL_LDS,SQ_ACCUM_PREV_HIRES,DispatchNs,Start_Timestamp,End_Timestamp,CompleteNs
0,"void init_kernel<double>(double*, double*, double*, double, double, double) [clone .kd]",2,0,0,1106499,1106499,33554432,1024,0,0,12,4,32,64,0x0,0x7fe1e47f5380,0,0,0,380985514303759,381960359710622,381960570254218,380985741961537
1,"void copy_kernel<double>(double const*, double*) [clone .kd]",2,0,2,1106499,1106499,33554432,1024,0,0,8,0,16,64,0x0,0x7fe1e47f5200,0,0,0,380985741939897,381960570336288,381960634059429,380985810070386
2,"void mul_kernel<double>(double*, double const*) [clone .kd]",2,0,4,1106499,1106499,33554432,1024,0,0,8,0,16,64,0x0,0x7fe1e47f5280,0,0,0,380985810053766,381960634093901,381960698142649,380985877277974
3,"void add_kernel<double>(double const*, double const*, double*) [clone .kd]",2,0,6,1106499,1106499,33554432,1024,0,0,8,0,16,64,0x0,0x7fe1e47f5240,0,0,0,380985877263824,381960698174809,381960749863856,380985925287650
4,"void triad_kernel<double>(double*, double const*, double const*) [clone .kd]",2,0,8,1106499,1106499,33554432,1024,0,0,8,0,16,64,0x0,0x7fe1e47f52c0,0,0,0,380985925275180,381960749903225,381960801063174,380985973489894
5,"void dot_kernel<double>(double const*, double const*, double*, int) [clone .kd]",2,0,10,1106499,1106499,16777216,1024,8192,0,20,4,32,64,0x0,0x7fe1e47f5340,1572864,738505,82537575,380985973450965,381960801096614,381960820245454,380985992758746
6,"void copy_kernel<double>(double const*, double*) [clone .kd]",2,0,12,1106499,1106499,33554432,1024,0,0,8,0,16,64,0x0,0x7fe1e47f5200,0,0,0,380985992770886,381960820294633,381960884162099,380986062658927
7,"void mul_kernel<double>(double*, double const*) [clone .kd]",2,0,14,1106499,1106499,33554432,1024,0,0,8,0,16,64,0x0,0x7fe1e47f5280,0,0,0,380986062638497,381960884192942,381960947742641,380986132860904
8,"void add_kernel<double>(double const*, double const*, double*) [clone .kd]",2,0,16,1106499,1106499,33554432,1024,0,0,8,0,16,64,0x0,0x7fe1e47f5240,0,0,0,380986132849924,381960947770161,381960998740320,380986181046468
9,"void triad_kernel<double>(double*, double const*, double const*) [clone .kd]",2,0,18,1106499,1106499,33554432,1024,0,0,8,0,16,64,0x0,0x7fe1e47f52c0,0,0,0,380986181041368,381960998772992,381961049523304,380986229092654
10,"void dot_kernel<double>(double const*, double const*, double*, int) [clone .kd]",2,0,20,1106499,1106499,16777216,1024,8192,0,20,4,32,64,0x0,0x7fe1e47f5340,1572864,738097,82528931,380986229054114,381961049551944,381961068679011,380986248393355
11,"void copy_kernel<double>(double const*, double*) [clone .kd]",2,0,22,1106499,1106499,33554432,1024,0,0,8,0,16,64,0x0,0x7fe1e47f5200,0,0,0,380986248395465,381961068725171,381961134609946,380986320389464
