device,HBMBw,HBMBwLow,hbmBwHigh,L2Bw,L2BwLow,L2BwHigh,L1Bw,L1BwLow,L1BwHigh,LDSBw,LDSBwLow,LDSBwHigh,FP32Flops,FP32FlopsLow,FP32FlopsHigh,FP64Flops,FP64FlopsLow,FP64FlopsHigh,MFMABF16Flops,MFMABF16FlopsLow,MFMABF16FlopsHigh,MFMAF16Flops,MFMAF16FlopsLow,MFMAF16FlopsHigh,MFMAF32Flops,MFMAF32FlopsLow,MFMAF32FlopsHigh,MFMAF64Flops,MFMAF64FlopsLow,MFMAF64FlopsHigh,MFMAI8Ops,MFMAFI8OpsLow,MFMAI8OpsHigh
0,1244.0677,1242.6404,1245.4951,5028.2808,5017.2114,5039.3501,9318.7754,9317.8086,9319.7422,20990.883,20987.012,20994.754,21157.051,21155.871,21158.23,20480.688,20479.785,20481.59,172171.02,172159.06,172182.97,166184.95,165367.11,167002.8,41864.336,41863.352,41865.32,41905.09,41903.77,41906.41,168439.98,168428.83,168451.14
1,1389.5513,1389.0164,1390.0862,5014.9189,5011.2896,5018.5483,9136.6309,9093.5186,9179.7432,20546.35,20471.961,20620.738,20881.93,20848.494,20915.365,20231.264,20222.135,20240.393,169682.44,169320.83,170044.05,164155.14,163911.83,164398.45,41296.266,41237.031,41355.5,41371.875,41325.879,41417.871,166026.95,165731.02,166322.89
