Dispatch_ID,Kernel_Name,GPU_ID,queue-id,queue-index,pid,tid,Grid_Size,Workgroup_Size,LDS_Per_Workgroup,Scratch_Per_Workitem,Arch_VGPR,Accum_VGPR,SGPR,wave_size,sig,obj,SQ_INSTS_VMEM,SQ_INST_LEVEL_VMEM,SQ_ACCUM_PREV_HIRES,DispatchNs,Start_Timestamp,End_Timestamp,CompleteNs
0,"void init_kernel<double>(double*, double*, double*, double, double, double) [clone .kd]",2,0,0,1199753,1199753,33554432,1024,0,0,12,4,32,64,0x0,0x7f256adf5380,1586752,55055565246,6166223309692,381065678898625,381960359710622,381960570254218,381066739127033
1,"void copy_kernel<double>(double const*, double*) [clone .kd]",2,0,2,1199753,1199753,33554432,1024,0,0,8,0,16,64,0x0,0x7f256adf5200,1054176,11728575212,1313600436969,381066739153572,381960570336288,381960634059429,381067104429860
2,"void mul_kernel<double>(double*, double const*) [clone .kd]",2,0,4,1199753,1199753,33554432,1024,0,0,8,0,16,64,0x0,0x7f256adf5280,1063680,5751271829,644142477427,381067104484549,381960634093901,381960698142649,381067329742154
3,"void add_kernel<double>(double const*, double const*, double*) [clone .kd]",2,0,6,1199753,1199753,33554432,1024,0,0,8,0,16,64,0x0,0x7f256adf5240,1590144,8890673963,995755563649,381067329789543,381960698174809,381960749863856,381067584631624
4,"void triad_kernel<double>(double*, double const*, double const*) [clone .kd]",2,0,8,1199753,1199753,33554432,1024,0,0,8,0,16,64,0x0,0x7f256adf52c0,1572864,2060018835,230722154524,381067585014968,381960749903225,381960801063174,381067636662416
5,"void dot_kernel<double>(double const*, double const*, double*, int) [clone .kd]",2,0,10,1199753,1199753,16777216,1024,8192,0,20,4,32,64,0x0,0x7f256adf5340,1064960,913289243,102288373709,381067636705056,381960801096614,381960820245454,381067656180297
6,"void copy_kernel<double>(double const*, double*) [clone .kd]",2,0,12,1199753,1199753,33554432,1024,0,0,8,0,16,64,0x0,0x7f256adf5200,1063680,6233227418,698121485813,381067656196626,381960820294633,381960884162099,381067885562908
7,"void mul_kernel<double>(double*, double const*) [clone .kd]",2,0,14,1199753,1199753,33554432,1024,0,0,8,0,16,64,0x0,0x7f256adf5280,1048576,5781341411,647510282804,381067885812755,381960884192942,381960947742641,381068068365405
8,"void add_kernel<double>(double const*, double const*, double*) [clone .kd]",2,0,16,1199753,1199753,33554432,1024,0,0,8,0,16,64,0x0,0x7f256adf5240,1572864,2310707075,258799196376,381068068392074,381960947770161,381960998740320,381068125176603
9,"void triad_kernel<double>(double*, double const*, double const*) [clone .kd]",2,0,18,1199753,1199753,33554432,1024,0,0,8,0,16,64,0x0,0x7f256adf52c0,1576192,1886406584,211277504229,381068125190323,381960998772992,381961049523304,381068212832339
10,"void dot_kernel<double>(double const*, double const*, double*, int) [clone .kd]",2,0,20,1199753,1199753,16777216,1024,8192,0,20,4,32,64,0x0,0x7f256adf5340,1064960,932134108,104399095189,381068212870898,381961049551944,381961068679011,381068232651515
11,"void copy_kernel<double>(double const*, double*) [clone .kd]",2,0,22,1199753,1199753,33554432,1024,0,0,8,0,16,64,0x0,0x7f256adf5200,1048576,2243204134,251238814928,381068232671635,381961068725171,381961134609946,381068301929802
12,"void mul_kernel<double>(double*, double const*) [clone .kd]",2,0,24,1199753,1199753,33554432,1024,0,0,8,0,16,64,0x0,0x7f256adf5280,1048576,2371704011,265630709556,381068301877013,381961134639764,381961199812028,381068371635353
13,"void add_kernel<double>(double const*, double const*, double*) [clone .kd]",2,0,26,1199753,1199753,33554432,1024,0,0,8,0,16,64,0x0,0x7f256adf5240,1572864,1859088980,208218006376,381068371584514,381961199844175,381961262841313,381068420451344
14,"void triad_kernel<double>(double*, double const*, double const*) [clone .kd]",2,0,28,1199753,1199753,33554432,1024,0,0,8,0,16,64,0x0,0x7f256adf52c0,1572864,1878360158,210376298808,381068420415865,381961263631234,381961315123379,381068468907661
15,"void dot_kernel<double>(double const*, double const*, double*, int) [clone .kd]",2,0,30,1199753,1199753,16777216,1024,8192,0,20,4,32,64,0x0,0x7f256adf5340,1126160,934554486,104670061322,381068468887821,381961315333449,381961334482114,381068513116363
16,"void copy_kernel<double>(double const*, double*) [clone .kd]",2,0,32,1199753,1199753,33554432,1024,0,0,8,0,16,64,0x0,0x7f256adf5200,1048576,2318306619,259650251456,381068513137053,381961334623823,381961398845192,381068583988536
17,"void mul_kernel<double>(double*, double const*) [clone .kd]",2,0,34,1199753,1199753,33554432,1024,0,0,8,0,16,64,0x0,0x7f256adf5280,1048576,2224148655,249104493708,381068583977306,381961398908742,381961462513304,381068652489465
18,"void add_kernel<double>(double const*, double const*, double*) [clone .kd]",2,0,36,1199753,1199753,33554432,1024,0,0,8,0,16,64,0x0,0x7f256adf5240,1572864,2033341483,227734237912,381068652437736,381961462583100,381961642037137,381068701586852
19,"void triad_kernel<double>(double*, double const*, double const*) [clone .kd]",2,0,38,1199753,1199753,33554432,1024,0,0,8,0,16,64,0x0,0x7f256adf52c0,1572864,1904682507,213324514216,381068701554703,381961642179377,381961692810335,381068750458542
20,"void dot_kernel<double>(double const*, double const*, double*, int) [clone .kd]",2,0,40,1199753,1199753,16777216,1024,8192,0,20,4,32,64,0x0,0x7f256adf5340,1064960,941735272,105474340998,381068750424973,381961692846496,381961711972758,381068770175680
21,"void copy_kernel<double>(double const*, double*) [clone .kd]",2,0,42,1199753,1199753,33554432,1024,0,0,8,0,16,64,0x0,0x7f256adf5200,1049152,2333422698,261343311366,381068770204810,381961712034895,381961942855193,381068850063815
22,"void mul_kernel<double>(double*, double const*) [clone .kd]",2,0,44,1199753,1199753,33554432,1024,0,0,8,0,16,64,0x0,0x7f256adf5280,1048576,2253999995,252448091772,381068850104714,381961942954015,381962282497003,381068919034437
23,"void add_kernel<double>(double const*, double const*, double*) [clone .kd]",2,0,46,1199753,1199753,33554432,1024,0,0,8,0,16,64,0x0,0x7f256adf5240,1572864,1938760119,217141034308,381068918971218,381962282831677,381962400322542,381068967310246
24,"void triad_kernel<double>(double*, double const*, double const*) [clone .kd]",2,0,48,1199753,1199753,33554432,1024,0,0,8,0,16,64,0x0,0x7f256adf52c0,1572864,1894435832,212176871896,381068967301036,381962400379733,381962591636616,381069016086848
25,"void dot_kernel<double>(double const*, double const*, double*, int) [clone .kd]",2,0,50,1199753,1199753,16777216,1024,8192,0,20,4,32,64,0x0,0x7f256adf5340,1064960,907876246,101682137036,381069016068359,381962591682536,381962611183040,381069035694867
26,"void copy_kernel<double>(double const*, double*) [clone .kd]",2,0,52,1199753,1199753,33554432,1024,0,0,8,0,16,64,0x0,0x7f256adf5200,1048576,2322184748,260084666256,381069035711097,381962611236691,381962791818703,381069108568710
27,"void mul_kernel<double>(double*, double const*) [clone .kd]",2,0,54,1199753,1199753,33554432,1024,0,0,8,0,16,64,0x0,0x7f256adf5280,1048576,2233422299,250143286712,381069108557650,381962791863039,381963117779924,381069177471383
28,"void add_kernel<double>(double const*, double const*, double*) [clone .kd]",2,0,56,1199753,1199753,33554432,1024,0,0,8,0,16,64,0x0,0x7f256adf5240,1572864,1942856964,217599897592,381069177416624,381963117812496,381963234591998,381069226390433
