Dispatch_ID,Kernel_Name,GPU_ID,queue-id,queue-index,pid,tid,Grid_Size,Workgroup_Size,LDS_Per_Workgroup,Scratch_Per_Workitem,Arch_VGPR,Accum_VGPR,SGPR,wave_size,sig,obj,GRBM_COUNT,GRBM_GUI_ACTIVE,SQ_WAVES,SQ_IFETCH,SQ_IFETCH_LEVEL,SQ_ACCUM_PREV_HIRES,DispatchNs,Start_Timestamp,End_Timestamp,CompleteNs
73,"void add_kernel<double>(double const*, double const*, double*) [clone .kd]",2,0,146,2528085,2528085,33554432,1024,0,0,8,0,16,64,0x0,0x7f61ad5b5240,80632432,80632432,524288,2621440,394839,44168980,386377851649776,388820308545850,388820369692528,386377899943805
74,"void triad_kernel<double>(double*, double const*, double const*) [clone .kd]",2,0,148,2528085,2528085,33554432,1024,0,0,8,0,16,64,0x0,0x7f61ad5b52c0,81507116,81507116,524288,2621440,386326,43103668,386377899964915,388820369720791,388820420081427,386377948813868
75,"void dot_kernel<double>(double const*, double const*, double*, int) [clone .kd]",2,0,150,2528085,2528085,16777216,1024,8192,0,20,4,32,64,0x0,0x7f61ad5b5340,32007619,32007619,262144,10125312,1470563,164560912,386377948813259,388820420102547,388820439139123,386377968238649
76,"void copy_kernel<double>(double const*, double*) [clone .kd]",2,0,152,2528085,2528085,33554432,1024,0,0,8,0,16,64,0x0,0x7f61ad5b5200,118041060,118041060,524288,1572864,223975,25165824,386377968259119,388820439182146,388820506392646,386378038752091
77,"void mul_kernel<double>(double*, double const*) [clone .kd]",2,0,154,2528085,2528085,33554432,1024,0,0,8,0,16,64,0x0,0x7f61ad5b5280,120678584,120678584,524288,2097152,299876,33554560,386378038744351,388820506414673,388820578425797,386378110832208
78,"void add_kernel<double>(double const*, double const*, double*) [clone .kd]",2,0,156,2528085,2528085,33554432,1024,0,0,8,0,16,64,0x0,0x7f61ad5b5240,81391170,81391170,524288,2621440,372476,41943056,386378110804948,388820578483717,388820626800197,386378159553283
79,"void triad_kernel<double>(double*, double const*, double const*) [clone .kd]",2,0,158,2528085,2528085,33554432,1024,0,0,8,0,16,64,0x0,0x7f61ad5b52c0,96894210,82126540,524978,2740365,986559,110515184,386378159539033,388820626822096,388820674433940,386378217469368
80,"void dot_kernel<double>(double const*, double const*, double*, int) [clone .kd]",2,0,160,2528085,2528085,16777216,1024,8192,0,20,4,32,64,0x0,0x7f61ad5b5340,32030348,32030348,262144,10125312,1468811,164125516,386378217479118,388820674461460,388820693693235,386378236952798
81,"void copy_kernel<double>(double const*, double*) [clone .kd]",2,0,162,2528085,2528085,33554432,1024,0,0,8,0,16,64,0x0,0x7f61ad5b5200,116442509,116442509,524288,1572864,233572,26045208,386378236982658,388820693738319,388820762647859,386378306590879
82,"void mul_kernel<double>(double*, double const*) [clone .kd]",2,0,164,2528085,2528085,33554432,1024,0,0,8,0,16,64,0x0,0x7f61ad5b5280,122794143,122794143,524288,2097152,304364,34028056,386378306570859,388820762673999,388820838779030,386378379984153
83,"void add_kernel<double>(double const*, double const*, double*) [clone .kd]",2,0,166,2528085,2528085,33554432,1024,0,0,8,0,16,64,0x0,0x7f61ad5b5240,82337555,82337555,524288,2621440,384563,43134840,386378379984203,388820838805430,388820888784145,386378429387641
84,"void triad_kernel<double>(double*, double const*, double const*) [clone .kd]",2,0,168,2528085,2528085,33554432,1024,0,0,8,0,16,64,0x0,0x7f61ad5b52c0,81728898,81728898,524288,2621440,375260,41943084,386378429388661,388820888810223,388820936128628,386378478463382
85,"void dot_kernel<double>(double const*, double const*, double*, int) [clone .kd]",2,0,170,2528085,2528085,16777216,1024,8192,0,20,4,32,64,0x0,0x7f61ad5b5340,32021105,32021105,262144,10125312,1443479,162086128,386378478454533,388820936155508,388820955410163,386378497883353
86,"void copy_kernel<double>(double const*, double*) [clone .kd]",2,0,172,2528085,2528085,33554432,1024,0,0,8,0,16,64,0x0,0x7f61ad5b5200,122097610,122097610,524288,1572864,224093,25165824,386378497896233,388820955455407,388821040112571,386378571023659
87,"void mul_kernel<double>(double*, double const*) [clone .kd]",2,0,174,2528085,2528085,33554432,1024,0,0,8,0,16,64,0x0,0x7f61ad5b5280,118631290,118631290,524288,2097152,299404,33554540,386378570937860,388821040140361,388821105678387,386378641816549
88,"void add_kernel<double>(double const*, double const*, double*) [clone .kd]",2,0,176,2528085,2528085,33554432,1024,0,0,8,0,16,64,0x0,0x7f61ad5b5240,84355225,84355225,524288,2621440,374181,41943056,386378641807589,388821105700570,388821181213443,386378692380886
89,"void triad_kernel<double>(double*, double const*, double const*) [clone .kd]",2,0,178,2528085,2528085,33554432,1024,0,0,8,0,16,64,0x0,0x7f61ad5b52c0,80740680,80740680,524288,2621440,373998,41943068,386378692376236,388821181293283,388821230866079,386378740694155
90,"void dot_kernel<double>(double const*, double const*, double*, int) [clone .kd]",2,0,180,2528085,2528085,16777216,1024,8192,0,20,4,32,64,0x0,0x7f61ad5b5340,67878260,32170378,263136,10396266,1735368,193979484,386378740688275,388821230903277,388821249927217,386378781467157
91,"void copy_kernel<double>(double const*, double*) [clone .kd]",2,0,182,2528085,2528085,33554432,1024,0,0,8,0,16,64,0x0,0x7f61ad5b5200,113855842,113855842,524288,1572864,230996,26029584,386378781512597,388821249979321,388821324502663,386378849662262
92,"void mul_kernel<double>(double*, double const*) [clone .kd]",2,0,184,2528085,2528085,33554432,1024,0,0,8,0,16,64,0x0,0x7f61ad5b5280,120904479,120904479,524288,2097152,304302,34022116,386378849650492,388821324540944,388821410538615,386378921911267
93,"void add_kernel<double>(double const*, double const*, double*) [clone .kd]",2,0,186,2528085,2528085,33554432,1024,0,0,8,0,16,64,0x0,0x7f61ad5b5240,81333050,81333050,524288,2621440,388447,43525120,386378921912027,388821410569175,388821458801514,386378970715611
