device,HBMBw,HBMBwLow,hbmBwHigh,L2Bw,L2BwLow,L2BwHigh,L1Bw,L1BwLow,L1BwHigh,LDSBw,LDSBwLow,LDSBwHigh,FP32Flops,FP32FlopsLow,FP32FlopsHigh,FP64Flops,FP64FlopsLow,FP64FlopsHigh,MFMABF16Flops,MFMABF16FlopsLow,MFMABF16FlopsHigh,MFMAF16Flops,MFMAF16FlopsLow,MFMAF16FlopsHigh,MFMAF32Flops,MFMAF32FlopsLow,MFMAF32FlopsHigh,MFMAF64Flops,MFMAF64FlopsLow,MFMAF64FlopsHigh,MFMAI8Ops,MFMAFI8OpsLow,MFMAI8OpsHigh
0,1390.6764,1390.0957,1391.2571,5059.207,5052.2246,5066.1895,9329.4346,9328.6982,9330.1709,19147.334,19146.512,19148.156,21170.176,21169.467,21170.885,20425.588,20293.24,20557.936,172071.31,172066.55,172076.08,166594.17,166590.14,166598.2,41849.805,41848.559,41851.051,41901.852,41900.656,41903.047,167943.41,167267.38,168619.44
1,1389.197,1388.6309,1389.7632,5020.1929,5016.5791,5023.8066,9218.3545,9217.5771,9219.1318,20968.051,20966.127,20969.975,20964.99,20964.465,20965.516,20246.234,20245.459,20247.01,170435.45,170429.45,170441.45,164703.86,164699.61,164708.11,41382.285,41381.023,41383.547,41435.086,41433.098,41437.074,166074.59,165347.92,166801.27
