Dispatch_ID,Kernel_Name,GPU_ID,queue-id,queue-index,pid,tid,Grid_Size,Workgroup_Size,LDS_Per_Workgroup,Scratch_Per_Workitem,Arch_VGPR,Accum_VGPR,SGPR,wave_size,sig,obj,SQ_INSTS_SMEM,SQ_INST_LEVEL_SMEM,SQ_ACCUM_PREV_HIRES,DispatchNs,Start_Timestamp,End_Timestamp,CompleteNs
38,"void add_kernel<double>(double const*, double const*, double*) [clone .kd]",2,0,76,1921324,1921324,33554432,1024,0,0,8,0,16,64,0x0,0x7fcc4e6f5240,1714317,198296866,22209201808,382477636904329,384484811852762,384484870942050,382477829578325
39,"void triad_kernel<double>(double*, double const*, double const*) [clone .kd]",2,0,78,1921324,1921324,33554432,1024,0,0,8,0,16,64,0x0,0x7fcc4e6f52c0,1613195,137003944,15344494184,382477829571255,384484870968794,384484931184481,382477993497406
40,"void dot_kernel<double>(double const*, double const*, double*, int) [clone .kd]",2,0,80,1921324,1921324,16777216,1024,8192,0,20,4,32,64,0x0,0x7fcc4e6f5340,1310720,1316318,147792808,382477993489046,384484931206881,384484950464591,382478014238540
41,"void copy_kernel<double>(double const*, double*) [clone .kd]",2,0,82,1921324,1921324,33554432,1024,0,0,8,0,16,64,0x0,0x7fcc4e6f5200,1119132,666175872,74610901488,382478014254290,384484950507412,384485041839503,382478477115619
42,"void mul_kernel<double>(double*, double const*) [clone .kd]",2,0,84,1921324,1921324,33554432,1024,0,0,8,0,16,64,0x0,0x7fcc4e6f5280,1048576,35832364,4012756000,382478477064240,384485041880090,384485131813779,382479009457815
43,"void add_kernel<double>(double const*, double const*, double*) [clone .kd]",2,0,86,1921324,1921324,33554432,1024,0,0,8,0,16,64,0x0,0x7fcc4e6f5240,1601942,160289344,17952643576,382479009439075,384485131846579,384485184198763,382479286091550
44,"void triad_kernel<double>(double*, double const*, double const*) [clone .kd]",2,0,88,1921324,1921324,33554432,1024,0,0,8,0,16,64,0x0,0x7fcc4e6f52c0,1675164,188645198,21128245984,382479286026200,384485184225827,384485231557863,382479471025073
45,"void dot_kernel<double>(double const*, double const*, double*, int) [clone .kd]",2,0,90,1921324,1921324,16777216,1024,8192,0,20,4,32,64,0x0,0x7fcc4e6f5340,1310720,1376852,154067632,382479470977693,384485231585383,384485250653332,382479491295589
46,"void copy_kernel<double>(double const*, double*) [clone .kd]",2,0,92,1921324,1921324,33554432,1024,0,0,8,0,16,64,0x0,0x7fcc4e6f5200,1189223,623790174,69864513680,382479491291150,384485250704287,384485348867668,382479870830397
47,"void mul_kernel<double>(double*, double const*) [clone .kd]",2,0,94,1921324,1921324,33554432,1024,0,0,8,0,16,64,0x0,0x7fcc4e6f5280,1109739,429566914,48112095776,382479870817827,384485348923385,384485428853730,382480177658007
48,"void add_kernel<double>(double const*, double const*, double*) [clone .kd]",2,0,96,1921324,1921324,33554432,1024,0,0,8,0,16,64,0x0,0x7fcc4e6f5240,1613629,237254854,26571633824,382480177623137,384485428875170,384485476356961,382480368841232
49,"void triad_kernel<double>(double*, double const*, double const*) [clone .kd]",2,0,98,1921324,1921324,33554432,1024,0,0,8,0,16,64,0x0,0x7fcc4e6f52c0,1572864,53578608,6000144056,382480368832212,384485476378545,384485527590412,382480639421903
50,"void dot_kernel<double>(double const*, double const*, double*, int) [clone .kd]",2,0,100,1921324,1921324,16777216,1024,8192,0,20,4,32,64,0x0,0x7fcc4e6f5340,1310720,2111924,236875336,382480639411013,384485527623212,384485546882520,382480662620992
51,"void copy_kernel<double>(double const*, double*) [clone .kd]",2,0,102,1921324,1921324,33554432,1024,0,0,8,0,16,64,0x0,0x7fcc4e6f5200,1048576,7983844,894258448,382480662650252,384485546925888,384485617113411,382481101840855
52,"void mul_kernel<double>(double*, double const*) [clone .kd]",2,0,104,1921324,1921324,33554432,1024,0,0,8,0,16,64,0x0,0x7fcc4e6f5280,1086427,341978684,38301594128,382481101779036,384485617144712,384485697723385,382481648832902
53,"void add_kernel<double>(double const*, double const*, double*) [clone .kd]",2,0,106,1921324,1921324,33554432,1024,0,0,8,0,16,64,0x0,0x7fcc4e6f5240,1572864,26067076,2919935328,382481648821052,384485697754745,384485757045631,382481870522361
54,"void triad_kernel<double>(double*, double const*, double const*) [clone .kd]",2,0,108,1921324,1921324,33554432,1024,0,0,8,0,16,64,0x0,0x7fcc4e6f52c0,1585574,84829668,9500672184,382481870527021,384485757074296,384485827174280,382482066457057
55,"void dot_kernel<double>(double const*, double const*, double*, int) [clone .kd]",2,0,110,1921324,1921324,16777216,1024,8192,0,20,4,32,64,0x0,0x7fcc4e6f5340,1310720,1916568,214603888,382482066454297,384485827225160,384485846263031,382482088687792
56,"void copy_kernel<double>(double const*, double*) [clone .kd]",2,0,112,1921324,1921324,33554432,1024,0,0,8,0,16,64,0x0,0x7fcc4e6f5200,1074864,270250866,30267406208,382482088714332,384485846306765,384485919693135,382482449868341
57,"void mul_kernel<double>(double*, double const*) [clone .kd]",2,0,114,1921324,1921324,33554432,1024,0,0,8,0,16,64,0x0,0x7fcc4e6f5280,1164206,511486578,57286575104,382482449856001,384485919720137,384486005750794,382482766217013
58,"void add_kernel<double>(double const*, double const*, double*) [clone .kd]",2,0,116,1921324,1921324,33554432,1024,0,0,8,0,16,64,0x0,0x7fcc4e6f5240,1651263,276146508,30928391160,382482766179403,384486005782474,384486065477517,382482971628351
59,"void triad_kernel<double>(double*, double const*, double const*) [clone .kd]",2,0,118,1921324,1921324,33554432,1024,0,0,8,0,16,64,0x0,0x7fcc4e6f52c0,1572864,24850768,2782808888,382482971625731,384486065501897,384486126142225,382483157596258
60,"void dot_kernel<double>(double const*, double const*, double*, int) [clone .kd]",2,0,120,1921324,1921324,16777216,1024,8192,0,20,4,32,64,0x0,0x7fcc4e6f5340,1310720,2211520,247236544,382483157572289,384486126164785,384486145379455,382483177962284
61,"void copy_kernel<double>(double const*, double*) [clone .kd]",2,0,122,1921324,1921324,33554432,1024,0,0,8,0,16,64,0x0,0x7fcc4e6f5200,1048576,14580642,1633052680,382483177979584,384486145421919,384486237897038,382483631940938
62,"void mul_kernel<double>(double*, double const*) [clone .kd]",2,0,124,1921324,1921324,33554432,1024,0,0,8,0,16,64,0x0,0x7fcc4e6f5280,1075918,382220332,42809209640,382483631891338,384486237931902,384486326555194,382484210192154
63,"void add_kernel<double>(double const*, double const*, double*) [clone .kd]",2,0,126,1921324,1921324,33554432,1024,0,0,8,0,16,64,0x0,0x7fcc4e6f5240,1620480,162135710,18159402688,382484210164444,384486326583994,384486383967045,382484495528805
64,"void triad_kernel<double>(double*, double const*, double const*) [clone .kd]",2,0,128,1921324,1921324,33554432,1024,0,0,8,0,16,64,0x0,0x7fcc4e6f52c0,1702103,261473396,29285048840,382484495480326,384486383987728,384486432525206,382484676058865
65,"void dot_kernel<double>(double const*, double const*, double*, int) [clone .kd]",2,0,130,1921324,1921324,16777216,1024,8192,0,20,4,32,64,0x0,0x7fcc4e6f5340,1310720,1322498,147634888,382484676043156,384486432546806,384486451576196,382484696473711
66,"void copy_kernel<double>(double const*, double*) [clone .kd]",2,0,132,1921324,1921324,33554432,1024,0,0,8,0,16,64,0x0,0x7fcc4e6f5200,1121054,402166688,45042893952,382484696490341,384486451617188,384486524190118,382485044126413
67,"void mul_kernel<double>(double*, double const*) [clone .kd]",2,0,134,1921324,1921324,33554432,1024,0,0,8,0,16,64,0x0,0x7fcc4e6f5280,1066866,264634814,29639430784,382485044135402,384486524214422,384486591219846,382485544415214
68,"void add_kernel<double>(double const*, double const*, double*) [clone .kd]",2,0,136,1921324,1921324,33554432,1024,0,0,8,0,16,64,0x0,0x7fcc4e6f5240,1572864,13963124,1563556320,382485544380224,384486591248806,384486641464032,382485731589233
69,"void triad_kernel<double>(double*, double const*, double const*) [clone .kd]",2,0,138,1921324,1921324,33554432,1024,0,0,8,0,16,64,0x0,0x7fcc4e6f52c0,1615737,326465498,36564130288,382485731539204,384486641491860,384486711366079,382485990652165
70,"void dot_kernel<double>(double const*, double const*, double*, int) [clone .kd]",2,0,140,1921324,1921324,16777216,1024,8192,0,20,4,32,64,0x0,0x7fcc4e6f5340,1310720,1233142,138187496,382485990589645,384486711402559,384486730630988,382486010747152
71,"void copy_kernel<double>(double const*, double*) [clone .kd]",2,0,142,1921324,1921324,33554432,1024,0,0,8,0,16,64,0x0,0x7fcc4e6f5200,1099633,336050554,37638267296,382486010764012,384486730673573,384486800336113,382486499791622
72,"void mul_kernel<double>(double*, double const*) [clone .kd]",2,0,144,1921324,1921324,33554432,1024,0,0,8,0,16,64,0x0,0x7fcc4e6f5280,1081870,529302246,59281427872,382486499754103,384486800360893,384486883182918,382487056422930
73,"void add_kernel<double>(double const*, double const*, double*) [clone .kd]",2,0,146,1921324,1921324,33554432,1024,0,0,8,0,16,64,0x0,0x7fcc4e6f5240,1600640,295212140,33064094512,382487056335961,384486883213318,384486942714922,382487448339282
74,"void triad_kernel<double>(double*, double const*, double const*) [clone .kd]",2,0,148,1921324,1921324,33554432,1024,0,0,8,0,16,64,0x0,0x7fcc4e6f52c0,1615892,376683038,42187520880,382487448321182,384486942743892,384487002683257,382487832800440
75,"void dot_kernel<double>(double const*, double const*, double*, int) [clone .kd]",2,0,150,1921324,1921324,16777216,1024,8192,0,20,4,32,64,0x0,0x7fcc4e6f5340,1310720,2090422,233971680,382487832791980,384487002714777,384487021933766,382487854945705
76,"void copy_kernel<double>(double const*, double*) [clone .kd]",2,0,152,1921324,1921324,33554432,1024,0,0,8,0,16,64,0x0,0x7fcc4e6f5200,1048576,39192840,4389614024,382487854970184,384487021977476,384487096523210,382488207274938
77,"void mul_kernel<double>(double*, double const*) [clone .kd]",2,0,154,1921324,1921324,33554432,1024,0,0,8,0,16,64,0x0,0x7fcc4e6f5280,1048576,22969868,2572832848,382488207284858,384487096587330,384487182451910,382488501077827
78,"void add_kernel<double>(double const*, double const*, double*) [clone .kd]",2,0,156,1921324,1921324,33554432,1024,0,0,8,0,16,64,0x0,0x7fcc4e6f5240,1572864,24314536,2722767136,382488501052277,384487182484870,384487233947937,382488700244584
79,"void triad_kernel<double>(double*, double const*, double const*) [clone .kd]",2,0,158,1921324,1921324,33554432,1024,0,0,8,0,16,64,0x0,0x7fcc4e6f52c0,1572864,19614142,2197521472,382488700252374,384487233974914,384487281265831,382488923498763
80,"void dot_kernel<double>(double const*, double const*, double*, int) [clone .kd]",2,0,160,1921324,1921324,16777216,1024,8192,0,20,4,32,64,0x0,0x7fcc4e6f5340,1310720,1760364,197579752,382488923505293,384487281286951,384487300319860,382488944533885
81,"void copy_kernel<double>(double const*, double*) [clone .kd]",2,0,162,1921324,1921324,33554432,1024,0,0,8,0,16,64,0x0,0x7fcc4e6f5200,1067517,292899258,32805111448,382488944559265,384487300362444,384487393375482,382489407496804
82,"void mul_kernel<double>(double*, double const*) [clone .kd]",2,0,164,1921324,1921324,33554432,1024,0,0,8,0,16,64,0x0,0x7fcc4e6f5280,1104934,235347292,26359675456,382489407504464,384487393409989,384487476072168,382489704113756
83,"void add_kernel<double>(double const*, double const*, double*) [clone .kd]",2,0,166,1921324,1921324,33554432,1024,0,0,8,0,16,64,0x0,0x7fcc4e6f5240,1665399,228037818,25539502992,382489704085386,384487476099208,384487523514280,382489890798839
84,"void triad_kernel<double>(double*, double const*, double const*) [clone .kd]",2,0,168,1921324,1921324,33554432,1024,0,0,8,0,16,64,0x0,0x7fcc4e6f52c0,1608235,191528566,21451062032,382489890792439,384487523541826,384487574367774,382490089891155
85,"void dot_kernel<double>(double const*, double const*, double*, int) [clone .kd]",2,0,170,1921324,1921324,16777216,1024,8192,0,20,4,32,64,0x0,0x7fcc4e6f5340,1310720,2243636,251139208,382490089882356,384487574396094,384487593655562,382490110530460
86,"void copy_kernel<double>(double const*, double*) [clone .kd]",2,0,172,1921324,1921324,33554432,1024,0,0,8,0,16,64,0x0,0x7fcc4e6f5200,1048576,40564682,4543008512,382490110550570,384487593698742,384487678316603,382490586584459
87,"void mul_kernel<double>(double*, double const*) [clone .kd]",2,0,174,1921324,1921324,33554432,1024,0,0,8,0,16,64,0x0,0x7fcc4e6f5280,1066618,148693890,16654111456,382490586584799,384487678363913,384487768146400,382491074721105
88,"void add_kernel<double>(double const*, double const*, double*) [clone .kd]",2,0,176,1921324,1921324,33554432,1024,0,0,8,0,16,64,0x0,0x7fcc4e6f5240,1572864,18978360,2124936248,382491074718025,384487768178880,384487816570753,382491266271927
89,"void triad_kernel<double>(double*, double const*, double const*) [clone .kd]",2,0,178,1921324,1921324,33554432,1024,0,0,8,0,16,64,0x0,0x7fcc4e6f52c0,1687750,311767468,34917347136,382491266267927,384487816597956,384487864265034,382491446646528
90,"void dot_kernel<double>(double const*, double const*, double*, int) [clone .kd]",2,0,180,1921324,1921324,16777216,1024,8192,0,20,4,32,64,0x0,0x7fcc4e6f5340,1310720,1242246,138613608,382491446604058,384487864292394,384487883551063,382491467042604
91,"void copy_kernel<double>(double const*, double*) [clone .kd]",2,0,182,1921324,1921324,33554432,1024,0,0,8,0,16,64,0x0,0x7fcc4e6f5200,1091976,172879040,19362188120,382491467058894,384487883593842,384487949320071,382491801526676
92,"void mul_kernel<double>(double*, double const*) [clone .kd]",2,0,184,1921324,1921324,33554432,1024,0,0,8,0,16,64,0x0,0x7fcc4e6f5280,1123100,240189222,26900961248,382491801505836,384487949349516,384488026453795,382492157027079
93,"void add_kernel<double>(double const*, double const*, double*) [clone .kd]",2,0,186,1921324,1921324,33554432,1024,0,0,8,0,16,64,0x0,0x7fcc4e6f5240,1593014,112964846,12652248808,382492156975330,384488026484355,384488085471560,382492401190262
94,"void triad_kernel<double>(double*, double const*, double const*) [clone .kd]",2,0,188,1921324,1921324,33554432,1024,0,0,8,0,16,64,0x0,0x7fcc4e6f52c0,1572864,18927994,2120370944,382492401188271,384488085498840,384488145306368,382492590618967
95,"void dot_kernel<double>(double const*, double const*, double*, int) [clone .kd]",2,0,190,1921324,1921324,16777216,1024,8192,0,20,4,32,64,0x0,0x7fcc4e6f5340,1310720,1683744,188126000,382492590610947,384488145330368,384488164544238,382492611581959
96,"void copy_kernel<double>(double const*, double*) [clone .kd]",2,0,192,1921324,1921324,33554432,1024,0,0,8,0,16,64,0x0,0x7fcc4e6f5200,1071950,246726568,27633184552,382492611602199,384488164587014,384488258688688,382493053104059
97,"void mul_kernel<double>(double*, double const*) [clone .kd]",2,0,194,1921324,1921324,33554432,1024,0,0,8,0,16,64,0x0,0x7fcc4e6f5280,1067145,278371332,31178088400,382493053082519,384488258726538,384488330556106,382493468621307
98,"void add_kernel<double>(double const*, double const*, double*) [clone .kd]",2,0,196,1921324,1921324,33554432,1024,0,0,8,0,16,64,0x0,0x7fcc4e6f5240,1591929,77858640,8720068736,382493468627967,384488330585546,384488385257398,382493683671107
99,"void triad_kernel<double>(double*, double const*, double const*) [clone .kd]",2,0,198,1921324,1921324,33554432,1024,0,0,8,0,16,64,0x0,0x7fcc4e6f52c0,1601508,85291946,9553656336,382493683654887,384488385284277,384488435566545,382493852062310
100,"void dot_kernel<double>(double const*, double const*, double*, int) [clone .kd]",2,0,200,1921324,1921324,16777216,1024,8192,0,20,4,32,64,0x0,0x7fcc4e6f5340,1310720,1315260,147479584,382493852030001,384488435587985,384488454631774,382493871540742
101,"void copy_kernel<double>(double const*, double*) [clone .kd]",2,0,202,1921324,1921324,33554432,1024,0,0,8,0,16,64,0x0,0x7fcc4e6f5200,1078894,227330766,25461032864,382493871546652,384488454674672,384488524761528,382494178608231
102,"void mul_kernel<double>(double*, double const*) [clone .kd]",2,0,204,1921324,1921324,33554432,1024,0,0,8,0,16,64,0x0,0x7fcc4e6f5280,1127905,622359126,69704205144,382494178582991,384488524789762,384488591561748,382494624031996
103,"void add_kernel<double>(double const*, double const*, double*) [clone .kd]",2,0,206,1921324,1921324,33554432,1024,0,0,8,0,16,64,0x0,0x7fcc4e6f5240,1572864,14964230,1676572184,382494624035806,384488591583508,384488644424809,382494835218829
104,"void triad_kernel<double>(double*, double const*, double const*) [clone .kd]",2,0,208,1921324,1921324,33554432,1024,0,0,8,0,16,64,0x0,0x7fcc4e6f52c0,1590441,123563322,13839014992,382494835198410,384488644457291,384488691885167,382495043345851
105,"void dot_kernel<double>(double const*, double const*, double*, int) [clone .kd]",2,0,210,1921324,1921324,16777216,1024,8192,0,20,4,32,64,0x0,0x7fcc4e6f5340,1310720,1968034,220886136,382495043326801,384488691912367,384488710945276,382495064035385
106,"void copy_kernel<double>(double const*, double*) [clone .kd]",2,0,212,1921324,1921324,33554432,1024,0,0,8,0,16,64,0x0,0x7fcc4e6f5200,1048576,96214684,10776227680,382495064039235,384488710987863,384488814154482,382495557283399
107,"void mul_kernel<double>(double*, double const*) [clone .kd]",2,0,214,1921324,1921324,33554432,1024,0,0,8,0,16,64,0x0,0x7fcc4e6f5280,1092844,332716382,37263951496,382495557244290,384488814192477,384488903348884,382495872065431
108,"void add_kernel<double>(double const*, double const*, double*) [clone .kd]",2,0,216,1921324,1921324,33554432,1024,0,0,8,0,16,64,0x0,0x7fcc4e6f5240,1572864,41228292,4616892440,382495872024752,384488903380724,384488962796087,382496087248370
109,"void triad_kernel<double>(double*, double const*, double const*) [clone .kd]",2,0,218,1921324,1921324,33554432,1024,0,0,8,0,16,64,0x0,0x7fcc4e6f52c0,1572864,17096222,1914461832,382496087247300,384488962824939,384489022968462,382496273676674
110,"void dot_kernel<double>(double const*, double const*, double*, int) [clone .kd]",2,0,220,1921324,1921324,16777216,1024,8192,0,20,4,32,64,0x0,0x7fcc4e6f5340,1310720,2529212,283125480,382496273670844,384489022991342,384489042212410,382496294320708
111,"void copy_kernel<double>(double const*, double*) [clone .kd]",2,0,222,1921324,1921324,33554432,1024,0,0,8,0,16,64,0x0,0x7fcc4e6f5200,1052761,125933378,14103880952,382496294334188,384489042254863,384489109121089,382496762162767
112,"void mul_kernel<double>(double*, double const*) [clone .kd]",2,0,224,1921324,1921324,33554432,1024,0,0,8,0,16,64,0x0,0x7fcc4e6f5280,1048576,17255614,1932612416,382496762091618,384489109145789,384489186218073,382497338165457
113,"void add_kernel<double>(double const*, double const*, double*) [clone .kd]",2,0,226,1921324,1921324,33554432,1024,0,0,8,0,16,64,0x0,0x7fcc4e6f5240,1589015,100195346,11222726528,382497338147547,384489186250393,384489236945302,382497570292343
