Dispatch_ID,Kernel_Name,GPU_ID,queue-id,queue-index,pid,tid,Grid_Size,Workgroup_Size,LDS_Per_Workgroup,Scratch_Per_Workitem,Arch_VGPR,Accum_VGPR,SGPR,wave_size,sig,obj,SQ_INSTS_VMEM,SQ_INST_LEVEL_VMEM,SQ_ACCUM_PREV_HIRES,DispatchNs,Start_Timestamp,End_Timestamp,CompleteNs
0,"void init_kernel<double>(double*, double*, double*, double, double, double) [clone .kd]",2,0,0,2507108,2507108,33554432,1024,0,0,12,4,32,64,0x0,0x7f380df75380,1572864,14510351842,1625159311896,384750041218475,386268297647142,386268539614026,384750333623990
1,"void copy_kernel<double>(double const*, double*) [clone .kd]",2,0,2,2507108,2507108,33554432,1024,0,0,8,0,16,64,0x0,0x7f380df75200,1048576,2374787628,265976102172,384750333603040,386268539666963,386268623847367,384750405378064
2,"void mul_kernel<double>(double*, double const*) [clone .kd]",2,0,4,2507108,2507108,33554432,1024,0,0,8,0,16,64,0x0,0x7f380df75280,1048576,2508422095,280943305992,384750405319494,386268623878607,386268695356953,384750480758844
3,"void add_kernel<double>(double const*, double const*, double*) [clone .kd]",2,0,6,2507108,2507108,33554432,1024,0,0,8,0,16,64,0x0,0x7f380df75240,1572864,2384091618,267018243332,384750480697125,386268695383993,386268743963846,384750540865626
4,"void triad_kernel<double>(double*, double const*, double const*) [clone .kd]",2,0,8,2507108,2507108,33554432,1024,0,0,8,0,16,64,0x0,0x7f380df752c0,1572864,2294708884,257007480360,384750540815846,386268743990708,386268804491179,384750597034694
5,"void dot_kernel<double>(double const*, double const*, double*, int) [clone .kd]",2,0,10,2507108,2507108,16777216,1024,8192,0,20,4,32,64,0x0,0x7f380df75340,1064960,926366713,103753011507,384750596967115,386268804521899,386268823770324,384750616225306
6,"void copy_kernel<double>(double const*, double*) [clone .kd]",2,0,12,2507108,2507108,33554432,1024,0,0,8,0,16,64,0x0,0x7f380df75200,1048576,2318300727,259649697224,384750616189157,386268823812698,386268891475533,384750687911901
7,"void mul_kernel<double>(double*, double const*) [clone .kd]",2,0,14,2507108,2507108,33554432,1024,0,0,8,0,16,64,0x0,0x7f380df75280,1048576,2969355732,332567770072,384750687857241,386268891502822,386268974156660,384750777172372
8,"void add_kernel<double>(double const*, double const*, double*) [clone .kd]",2,0,16,2507108,2507108,33554432,1024,0,0,8,0,16,64,0x0,0x7f380df75240,1572864,2373064251,265783146156,384750777060433,386268974184820,386269022538117,384750836912467
9,"void triad_kernel<double>(double*, double const*, double const*) [clone .kd]",2,0,18,2507108,2507108,33554432,1024,0,0,8,0,16,64,0x0,0x7f380df752c0,1572864,2413116324,270268957948,384750836862558,386269022560232,386269073063126,384750898175438
10,"void dot_kernel<double>(double const*, double const*, double*, int) [clone .kd]",2,0,20,2507108,2507108,16777216,1024,8192,0,20,4,32,64,0x0,0x7f380df75340,1064960,938449043,105106259720,384750898114749,386269073096086,386269092318749,384750917538159
