Dispatch_ID,Kernel_Name,GPU_ID,queue-id,queue-index,pid,tid,Grid_Size,Workgroup_Size,LDS_Per_Workgroup,Scratch_Per_Workitem,Arch_VGPR,Accum_VGPR,SGPR,wave_size,sig,obj,SQ_INSTS_SMEM,SQ_INST_LEVEL_SMEM,SQ_ACCUM_PREV_HIRES,DispatchNs,Start_Timestamp,End_Timestamp,CompleteNs
0,"void init_kernel<double>(double*, double*, double*, double, double, double) [clone .kd]",2,0,0,2506826,2506826,33554432,1024,0,0,12,4,32,64,0x0,0x7fa25f395380,1572864,1612622,180758208,384692246228852,386268297647142,386268539614026,384692503950285
1,"void copy_kernel<double>(double const*, double*) [clone .kd]",2,0,2,2506826,2506826,33554432,1024,0,0,8,0,16,64,0x0,0x7fa25f395200,1048576,825930,92739664,384692503881726,386268539666963,386268623847367,384692591813091
2,"void mul_kernel<double>(double*, double const*) [clone .kd]",2,0,4,2506826,2506826,33554432,1024,0,0,8,0,16,64,0x0,0x7fa25f395280,1048576,870652,97989648,384692591753692,386268623878607,386268695356953,384692680770038
3,"void add_kernel<double>(double const*, double const*, double*) [clone .kd]",2,0,6,2506826,2506826,33554432,1024,0,0,8,0,16,64,0x0,0x7fa25f395240,1572864,1503368,167428024,384692680711518,386268695383993,386268743963846,384692727807798
4,"void triad_kernel<double>(double*, double const*, double const*) [clone .kd]",2,0,8,2506826,2506826,33554432,1024,0,0,8,0,16,64,0x0,0x7fa25f3952c0,1572864,1508754,169878648,384692727761558,386268743990708,386268804491179,384692775165994
5,"void dot_kernel<double>(double const*, double const*, double*, int) [clone .kd]",2,0,10,2506826,2506826,16777216,1024,8192,0,20,4,32,64,0x0,0x7fa25f395340,1310720,1331082,148849600,384692775105785,386268804521899,386268823770324,384692794737546
6,"void copy_kernel<double>(double const*, double*) [clone .kd]",2,0,12,2506826,2506826,33554432,1024,0,0,8,0,16,64,0x0,0x7fa25f395200,1048576,807752,90168544,384692794702586,386268823812698,386268891475533,384692865416379
7,"void mul_kernel<double>(double*, double const*) [clone .kd]",2,0,14,2506826,2506826,33554432,1024,0,0,8,0,16,64,0x0,0x7fa25f395280,1048576,772676,87565232,384692865361550,386268891502822,386268974156660,384692946903814
8,"void add_kernel<double>(double const*, double const*, double*) [clone .kd]",2,0,16,2506826,2506826,33554432,1024,0,0,8,0,16,64,0x0,0x7fa25f395240,1572864,1490692,166362672,384692946841865,386268974184820,386269022538117,384692994325990
9,"void triad_kernel<double>(double*, double const*, double const*) [clone .kd]",2,0,18,2506826,2506826,33554432,1024,0,0,8,0,16,64,0x0,0x7fa25f3952c0,1572864,1549842,173821432,384692994279981,386269022560232,386269073063126,384693043855647
10,"void dot_kernel<double>(double const*, double const*, double*, int) [clone .kd]",2,0,20,2506826,2506826,16777216,1024,8192,0,20,4,32,64,0x0,0x7fa25f395340,1310720,1296356,145044920,384693043801938,386269073096086,386269092318749,384693063259650
11,"void copy_kernel<double>(double const*, double*) [clone .kd]",2,0,22,2506826,2506826,33554432,1024,0,0,8,0,16,64,0x0,0x7fa25f395200,1048576,774360,86929696,384693063226880,386269092363077,386269159844322,384693131230108
12,"void mul_kernel<double>(double*, double const*) [clone .kd]",2,0,24,2506826,2506826,33554432,1024,0,0,8,0,16,64,0x0,0x7fa25f395280,1053846,9531982,1068779624,384693131176119,386269159873526,386269242266391,384693226715895
13,"void add_kernel<double>(double const*, double const*, double*) [clone .kd]",2,0,26,2506826,2506826,33554432,1024,0,0,8,0,16,64,0x0,0x7fa25f395240,1572864,1502466,167976520,384693226679236,386269242347351,386269290269441,384693273954663
14,"void triad_kernel<double>(double*, double const*, double const*) [clone .kd]",2,0,28,2506826,2506826,33554432,1024,0,0,8,0,16,64,0x0,0x7fa25f3952c0,1572864,1479864,166499448,384693273908724,386269290305745,386269337418405,384693322413630
15,"void dot_kernel<double>(double const*, double const*, double*, int) [clone .kd]",2,0,30,2506826,2506826,16777216,1024,8192,0,20,4,32,64,0x0,0x7fa25f395340,1310720,1350204,151216280,384693322358061,386269337453925,386269356490347,384693341787073
16,"void copy_kernel<double>(double const*, double*) [clone .kd]",2,0,32,2506826,2506826,33554432,1024,0,0,8,0,16,64,0x0,0x7fa25f395200,1048576,851056,95564640,384693341754753,386269356537655,386269428673757,384693409872660
17,"void mul_kernel<double>(double*, double const*) [clone .kd]",2,0,34,2506826,2506826,33554432,1024,0,0,8,0,16,64,0x0,0x7fa25f395280,1048576,1004838,112400520,384693409814031,386269428700666,386269522192706,384693525252425
18,"void add_kernel<double>(double const*, double const*, double*) [clone .kd]",2,0,36,2506826,2506826,33554432,1024,0,0,8,0,16,64,0x0,0x7fa25f395240,1572864,1492250,166736704,384693525184186,386269522232866,386269569434163,384693585758792
19,"void triad_kernel<double>(double*, double const*, double const*) [clone .kd]",2,0,38,2506826,2506826,33554432,1024,0,0,8,0,16,64,0x0,0x7fa25f3952c0,1572864,1491756,166485704,384693585711012,386269569462042,386269616475658,384693637389029
20,"void dot_kernel<double>(double const*, double const*, double*, int) [clone .kd]",2,0,40,2506826,2506826,16777216,1024,8192,0,20,4,32,64,0x0,0x7fa25f395340,1310720,1316292,147643024,384693637331210,386269616498058,386269635899117,384693656585844
21,"void copy_kernel<double>(double const*, double*) [clone .kd]",2,0,42,2506826,2506826,33554432,1024,0,0,8,0,16,64,0x0,0x7fa25f395200,1061875,15897632,1780824920,384693656551304,386269635942648,386269701313334,384693752957883
22,"void mul_kernel<double>(double*, double const*) [clone .kd]",2,0,44,2506826,2506826,33554432,1024,0,0,8,0,16,64,0x0,0x7fa25f395280,1048576,869800,97504384,384693752976162,386269701340100,386269795857893,384693842188036
23,"void add_kernel<double>(double const*, double const*, double*) [clone .kd]",2,0,46,2506826,2506826,33554432,1024,0,0,8,0,16,64,0x0,0x7fa25f395240,1572864,1496488,167370312,384693842142777,386269795898373,386269844093105,384693902931371
24,"void triad_kernel<double>(double*, double const*, double const*) [clone .kd]",2,0,48,2506826,2506826,33554432,1024,0,0,8,0,16,64,0x0,0x7fa25f3952c0,1588116,22208884,2487819088,384693902892112,386269844119607,386269891471782,384693979162424
25,"void dot_kernel<double>(double const*, double const*, double*, int) [clone .kd]",2,0,50,2506826,2506826,16777216,1024,8192,0,20,4,32,64,0x0,0x7fa25f395340,1310720,1312036,146635784,384693979123734,386269891499782,386269910569962,384693998401958
26,"void copy_kernel<double>(double const*, double*) [clone .kd]",2,0,52,2506826,2506826,33554432,1024,0,0,8,0,16,64,0x0,0x7fa25f395200,1048576,819792,91636056,384693998379758,386269910616319,386270008971235,384694063669031
27,"void mul_kernel<double>(double*, double const*) [clone .kd]",2,0,54,2506826,2506826,33554432,1024,0,0,8,0,16,64,0x0,0x7fa25f395280,1048576,857448,95694200,384694063617351,386270009036399,386270096959650,384694154601070
28,"void add_kernel<double>(double const*, double const*, double*) [clone .kd]",2,0,56,2506826,2506826,33554432,1024,0,0,8,0,16,64,0x0,0x7fa25f395240,1572864,1502562,169187160,384694154548200,386270096991810,386270158171141,384694208666565
29,"void triad_kernel<double>(double*, double const*, double const*) [clone .kd]",2,0,58,2506826,2506826,33554432,1024,0,0,8,0,16,64,0x0,0x7fa25f3952c0,1572864,1555230,173647120,384694208627945,386270158193717,386270206919488,384694256729756
30,"void dot_kernel<double>(double const*, double const*, double*, int) [clone .kd]",2,0,60,2506826,2506826,16777216,1024,8192,0,20,4,32,64,0x0,0x7fa25f395340,1351076,21204758,2375138608,384694256673476,386270206940928,386270225978628,384694294026855
31,"void copy_kernel<double>(double const*, double*) [clone .kd]",2,0,62,2506826,2506826,33554432,1024,0,0,8,0,16,64,0x0,0x7fa25f395200,1048576,849762,94922032,384694294049654,386270226026902,386270301008592,384694361118321
32,"void mul_kernel<double>(double*, double const*) [clone .kd]",2,0,64,2506826,2506826,33554432,1024,0,0,8,0,16,64,0x0,0x7fa25f395280,1048576,751384,85062448,384694361065562,386270301037024,386270386604919,384694438809930
